id_penjualan,id_invoice,tanggal,id_customer,nama,id_barang,nama_barang,harga,unit,jumlah_barang,mata_uang,kemasan,cabang_sales,id_distributor,id_cabang,kode_lini,lini,id_group,kategori_grup
IN6096_BRG0002,IN6096,2022-02-19,CUST55561,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,25,IDR,DUS,Kuningan,EPM,CAB05,203,ETIKAL,Z32,Apotek
IN6097_BRG0009,IN6097,2022-04-30,CUST55718,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,100,IDR,BOTOL,Kuningan,TD,CAB01,207,VNS,Z32,Apotek
IN6098_BRG0010,IN6098,2022-03-29,CUST55599,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,19,IDR,BOTOL,Jakarta,EPM,CAB02,208,SLCYL,Z31,Klinik
IN6099_BRG0008,IN6099,2022-01-30,CUST55457,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,5,IDR,KAPSUL,Jakarta,EPM,CAB06,204,MARCKS,Z31,Klinik
IN6100_BRG0002,IN6100,2022-06-01,CUST55677,"APOTEK SINAR JAYA",BRG0002,"ALERGINE TABLET SALUT",3991.90,DUS,9,IDR,DUS,Bekasi,TD,CAB01,203,MARCKS,Z32,Apotek
IN6101_BRG0004,IN6101,2022-04-30,CUST55723,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,20,IDR,KAPSUL,Padang,EPM,CAB02,201,VNS,Z32,Apotek
IN6102_BRG0003,IN6102,2022-01-31,CUST55392,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,11,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6103_BRG0001,IN6103,2022-01-27,CUST55496,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,15,IDR,DUS,Tangerang,TA,CAB01,206,ETIKAL,Z31,Klinik
IN6104_BRG0004,IN6104,2022-01-30,CUST55433,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,45,IDR,KAPSUL,Kuningan,EPM,CAB01,201,VNS,Z32,Apotek
IN6105_BRG0001,IN6105,2022-05-02,CUST55700,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,21,IDR,DUS,Bekasi,EPM,CAB09,206,"OGB & PH",Z32,Apotek
IN6106_BRG0004,IN6106,2022-04-30,CUST55713,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,4,IDR,KAPSUL,Bandung,EPM,CAB07,201,VNS,Z32,Apotek
IN6107_BRG0002,IN6107,2022-01-30,CUST55511,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,24,IDR,DUS,Tangerang,EPM,CAB01,203,ETIKAL,Z31,Klinik
IN6108_BRG0004,IN6108,2022-01-30,CUST55409,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,21,IDR,KAPSUL,Lampung,TA,CAB03,201,SLCYL,Z31,Klinik
IN6109_BRG0003,IN6109,2022-06-16,CUST55702,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,12,IDR,BOTOL,Aceh,TA,CAB01,210,MARCKS,Z32,Apotek
IN6110_BRG0007,IN6110,2022-03-06,CUST55576,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,9,IDR,BOTOL,Kuningan,TD,CAB05,206,ETIKAL,Z32,Apotek
IN6111_BRG0008,IN6111,2022-05-26,CUST55657,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,12,IDR,KAPSUL,Aceh,TD,CAB01,204,MARCKS,Z32,Apotek
IN6112_BRG0007,IN6112,2022-05-03,CUST55726,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,34,IDR,BOTOL,Kuningan,TA,CAB05,206,ETIKAL,Z32,Apotek
IN6113_BRG0001,IN6113,2022-01-27,CUST55400,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,12,IDR,DUS,Bekasi,TD,CAB09,206,"OGB & PH",Z32,Apotek
IN6114_BRG0010,IN6114,2022-02-27,CUST55569,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,98,IDR,BOTOL,Jakarta,TD,CAB02,208,SLCYL,Z31,Klinik
IN6115_BRG0007,IN6115,2022-05-03,CUST55716,"APOTEK SAHABAT",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,10,IDR,BOTOL,Padang,TA,CAB10,206,ETIKAL,Z32,Apotek
IN6116_BRG0006,IN6116,2022-01-28,CUST55455,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,67,IDR,TABLET,Aceh,TD,CAB04,205,"OGB & PH",Z32,Apotek
IN6117_BRG0008,IN6117,2022-05-22,CUST55667,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,5,IDR,KAPSUL,Jakarta,TD,CAB06,204,MARCKS,Z31,Klinik
IN6118_BRG0003,IN6118,2022-01-27,CUST55502,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,19,IDR,BOTOL,Jakarta,TD,CAB06,210,MARCKS,Z31,Klinik
IN6119_BRG0010,IN6119,2022-01-28,CUST55449,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,14,IDR,BOTOL,Jakarta,TA,CAB02,208,SLCYL,Z31,Klinik
IN6120_BRG0006,IN6120,2022-02-01,CUST55465,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,14,IDR,TABLET,Bandung,TD,CAB03,205,"OGB & PH",Z32,Apotek
IN6121_BRG0007,IN6121,2022-05-21,CUST55666,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,98,IDR,BOTOL,Kuningan,EPM,CAB05,206,ETIKAL,Z32,Apotek
IN6122_BRG0006,IN6122,2022-01-30,CUST55445,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,21,IDR,TABLET,Bekasi,TD,CAB09,205,"OGB & PH",Z32,Apotek
IN6123_BRG0008,IN6123,2022-06-16,CUST55697,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,12,IDR,KAPSUL,Jakarta,TD,CAB06,204,MARCKS,Z31,Klinik
IN6124_BRG0003,IN6124,2022-01-27,CUST55442,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,95,IDR,BOTOL,Jakarta,TA,CAB06,210,MARCKS,Z31,Klinik
IN6125_BRG0003,IN6125,2022-01-23,CUST55402,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,14,IDR,BOTOL,Aceh,TA,CAB01,210,MARCKS,Z32,Apotek
IN6126_BRG0005,IN6126,2022-04-23,CUST55624,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,45,IDR,TABLET,Tangerang,TD,CAB08,203,SLCYL,Z31,Klinik
IN6127_BRG0006,IN6127,2022-04-24,CUST55625,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,34,IDR,TABLET,Bekasi,TA,CAB09,205,"OGB & PH",Z32,Apotek
IN6128_BRG0008,IN6128,2022-02-01,CUST55537,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,79,IDR,KAPSUL,Aceh,TA,CAB01,204,MARCKS,Z32,Apotek
IN6129_BRG0001,IN6129,2022-02-14,CUST55556,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,8,IDR,DUS,Tangerang,TD,CAB01,206,ETIKAL,Z31,Klinik
IN6130_BRG0009,IN6130,2022-01-31,CUST55518,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,5,IDR,BOTOL,Bandung,EPM,CAB07,207,VNS,Z32,Apotek
IN6131_BRG0009,IN6131,2022-01-27,CUST55418,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,10,IDR,BOTOL,Kuningan,TD,CAB01,207,VNS,Z32,Apotek
IN6132_BRG0003,IN6132,2022-04-30,CUST55708,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,12,IDR,BOTOL,Padang,TD,CAB02,210,VNS,Z32,Apotek
IN6133_BRG0010,IN6133,2022-02-01,CUST55429,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,78,IDR,BOTOL,Tangerang,TA,CAB08,208,SLCYL,Z31,Klinik
IN6134_BRG0002,IN6134,2022-02-01,CUST55441,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,12,IDR,DUS,Kuningan,TD,CAB05,203,ETIKAL,Z32,Apotek
IN6135_BRG0001,IN6135,2022-02-08,CUST55550,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,12,IDR,DUS,Bekasi,TA,CAB09,206,"OGB & PH",Z32,Apotek
IN6136_BRG0001,IN6136,2022-01-27,CUST55526,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,78,IDR,DUS,Tangerang,TD,CAB01,206,ETIKAL,Z31,Klinik
IN6137_BRG0004,IN6137,2022-03-03,CUST55573,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,9,IDR,KAPSUL,Padang,TD,CAB02,201,VNS,Z32,Apotek
IN6138_BRG0002,IN6138,2022-04-18,CUST55661,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,10,IDR,DUS,Tangerang,TD,CAB01,203,ETIKAL,Z31,Klinik
IN6139_BRG0004,IN6139,2022-04-22,CUST55623,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,78,IDR,KAPSUL,Bandung,TD,CAB07,201,VNS,Z32,Apotek
IN6140_BRG0006,IN6140,2022-03-25,CUST55595,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,25,IDR,TABLET,Bekasi,EPM,CAB09,205,"OGB & PH",Z32,Apotek
IN6141_BRG0002,IN6141,2022-01-28,CUST55401,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,25,IDR,DUS,Padang,TD,CAB10,203,ETIKAL,Z32,Apotek
IN6142_BRG0005,IN6142,2022-05-01,CUST55724,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,45,IDR,TABLET,Lampung,TD,CAB03,203,SLCYL,Z31,Klinik
IN6143_BRG0006,IN6143,2022-05-02,CUST55705,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,24,IDR,TABLET,Bandung,TD,CAB03,205,"OGB & PH",Z32,Apotek
IN6144_BRG0004,IN6144,2022-01-22,CUST55383,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,13,IDR,KAPSUL,Bandung,EPM,CAB03,201,VNS,Z32,Apotek
IN6145_BRG0003,IN6145,2022-04-20,CUST55642,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,25,IDR,BOTOL,Aceh,EPM,CAB01,210,MARCKS,Z32,Apotek
IN6146_BRG0003,IN6146,2022-01-27,CUST55412,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,25,IDR,BOTOL,Jakarta,TA,CAB06,210,MARCKS,Z31,Klinik
IN6147_BRG0006,IN6147,2022-02-13,CUST55555,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,4,IDR,TABLET,Bandung,EPM,CAB03,205,"OGB & PH",Z32,Apotek
IN6148_BRG0007,IN6148,2022-01-31,CUST55476,"APOTEK SAHABAT",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,9,IDR,BOTOL,Padang,TA,CAB10,206,ETIKAL,Z32,Apotek
IN6149_BRG0001,IN6149,2022-03-20,CUST55590,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,14,IDR,DUS,Aceh,TD,CAB04,206,"OGB & PH",Z32,Apotek
IN6150_BRG0002,IN6150,2022-05-20,CUST55651,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,5,IDR,DUS,Kuningan,TD,CAB05,203,ETIKAL,Z32,Apotek
IN6151_BRG0001,IN6151,2022-05-02,CUST55720,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,78,IDR,DUS,Bandung,EPM,CAB03,206,"OGB & PH",Z32,Apotek
IN6152_BRG0003,IN6152,2022-01-31,CUST55512,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,10,IDR,BOTOL,Bekasi,TD,CAB01,210,MARCKS,Z32,Apotek
IN6153_BRG0008,IN6153,2022-03-27,CUST55597,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,18,IDR,KAPSUL,Aceh,TD,CAB01,204,MARCKS,Z32,Apotek
IN6154_BRG0002,IN6154,2022-04-19,CUST55641,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,12,IDR,DUS,Padang,TA,CAB10,203,ETIKAL,Z32,Apotek
IN6155_BRG0003,IN6155,2022-01-21,CUST55382,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,9,IDR,BOTOL,Jakarta,TA,CAB02,210,MARCKS,Z31,Klinik
IN6156_BRG0009,IN6156,2022-04-07,CUST55608,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,24,IDR,BOTOL,Bandung,TA,CAB07,207,VNS,Z32,Apotek
IN6157_BRG0004,IN6157,2022-04-12,CUST55613,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,67,IDR,KAPSUL,Kuningan,TD,CAB01,201,VNS,Z32,Apotek
IN6158_BRG0010,IN6158,2022-05-01,CUST55699,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,14,IDR,BOTOL,Tangerang,TA,CAB08,208,SLCYL,Z31,Klinik
IN6159_BRG0010,IN6159,2022-06-13,CUST55689,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,67,IDR,BOTOL,Jakarta,TA,CAB02,208,SLCYL,Z31,Klinik
IN6160_BRG0003,IN6160,2022-05-27,CUST55672,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,5,IDR,BOTOL,Aceh,TA,CAB01,210,MARCKS,Z32,Apotek
IN6161_BRG0001,IN6161,2022-01-27,CUST55466,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,24,IDR,DUS,Tangerang,TA,CAB01,206,ETIKAL,Z31,Klinik
IN6162_BRG0004,IN6162,2022-01-28,CUST55503,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,12,IDR,KAPSUL,Bandung,TA,CAB07,201,VNS,Z32,Apotek
IN6163_BRG0002,IN6163,2022-01-30,CUST55421,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,5,IDR,DUS,Tangerang,TD,CAB01,203,ETIKAL,Z31,Klinik
IN6164_BRG0009,IN6164,2022-03-08,CUST55578,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,1,IDR,BOTOL,Bandung,EPM,CAB07,207,VNS,Z32,Apotek
IN6165_BRG0003,IN6165,2022-06-16,CUST55722,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,34,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6166_BRG0006,IN6166,2022-05-30,CUST55675,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,1,IDR,TABLET,Bandung,TA,CAB03,205,"OGB & PH",Z32,Apotek
IN6167_BRG0002,IN6167,2022-01-28,CUST55491,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,12,IDR,DUS,Padang,EPM,CAB10,203,ETIKAL,Z32,Apotek
IN6168_BRG0005,IN6168,2022-05-13,CUST55644,"KLINIK GM",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,24,IDR,TABLET,Jakarta,TD,CAB02,203,SLCYL,Z31,Klinik
IN6169_BRG0006,IN6169,2022-05-20,CUST55665,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,67,IDR,TABLET,Aceh,TA,CAB04,205,"OGB & PH",Z32,Apotek
IN6170_BRG0006,IN6170,2022-01-30,CUST55505,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,14,IDR,TABLET,Bekasi,TD,CAB09,205,"OGB & PH",Z32,Apotek
IN6171_BRG0006,IN6171,2022-02-03,CUST55545,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,25,IDR,TABLET,Aceh,EPM,CAB04,205,"OGB & PH",Z32,Apotek
IN6172_BRG0002,IN6172,2022-01-28,CUST55497,"APOTEK SINAR JAYA",BRG0002,"ALERGINE TABLET SALUT",3991.90,DUS,12,IDR,DUS,Bekasi,EPM,CAB01,203,MARCKS,Z32,Apotek
IN6173_BRG0001,IN6173,2022-01-27,CUST55406,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,12,IDR,DUS,Tangerang,EPM,CAB01,206,ETIKAL,Z31,Klinik
IN6174_BRG0003,IN6174,2022-04-17,CUST55618,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,9,IDR,BOTOL,Padang,TA,CAB02,210,VNS,Z32,Apotek
IN6175_BRG0005,IN6175,2022-01-31,CUST55404,"KLINIK GM",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,18,IDR,TABLET,Jakarta,TD,CAB02,203,SLCYL,Z31,Klinik
IN6176_BRG0004,IN6176,2022-01-30,CUST55403,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,18,IDR,KAPSUL,Kuningan,EPM,CAB01,201,VNS,Z32,Apotek
IN6177_BRG0006,IN6177,2022-03-15,CUST55585,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,17,IDR,TABLET,Bandung,EPM,CAB03,205,"OGB & PH",Z32,Apotek
IN6178_BRG0006,IN6178,2022-05-02,CUST55695,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,18,IDR,TABLET,Aceh,TA,CAB04,205,"OGB & PH",Z32,Apotek
IN6179_BRG0010,IN6179,2022-05-24,CUST55669,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,8,IDR,BOTOL,Tangerang,EPM,CAB08,208,SLCYL,Z31,Klinik
IN6180_BRG0005,IN6180,2022-04-13,CUST55614,"KLINIK GM",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,98,IDR,TABLET,Jakarta,TA,CAB02,203,SLCYL,Z31,Klinik
IN6181_BRG0010,IN6181,2022-02-07,CUST55549,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,130,IDR,BOTOL,Tangerang,TD,CAB08,208,SLCYL,Z31,Klinik
IN6182_BRG0008,IN6182,2022-03-07,CUST55577,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,13,IDR,KAPSUL,Jakarta,TA,CAB06,204,MARCKS,Z31,Klinik
IN6183_BRG0003,IN6183,2022-01-23,CUST55498,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,25,IDR,BOTOL,Padang,TD,CAB02,210,VNS,Z32,Apotek
IN6184_BRG0006,IN6184,2022-01-28,CUST55395,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,25,IDR,TABLET,Aceh,TA,CAB04,205,"OGB & PH",Z32,Apotek
IN6185_BRG0004,IN6185,2022-02-01,CUST55483,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,9,IDR,KAPSUL,Padang,TA,CAB02,201,VNS,Z32,Apotek
IN6186_BRG0001,IN6186,2022-01-31,CUST55500,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,18,IDR,DUS,Aceh,TA,CAB04,206,"OGB & PH",Z32,Apotek
IN6187_BRG0007,IN6187,2022-04-05,CUST55606,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,25,IDR,BOTOL,Kuningan,TD,CAB05,206,ETIKAL,Z32,Apotek
IN6188_BRG0005,IN6188,2022-01-27,CUST55454,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,10,IDR,TABLET,Lampung,TD,CAB03,203,SLCYL,Z31,Klinik
IN6189_BRG0005,IN6189,2022-03-04,CUST55574,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,1,IDR,TABLET,Lampung,TA,CAB03,203,SLCYL,Z31,Klinik
IN6190_BRG0001,IN6190,2022-01-23,CUST55390,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,2,IDR,DUS,Bandung,TD,CAB10,206,"OGB & PH",Z32,Apotek
IN6191_BRG0003,IN6191,2022-01-31,CUST55422,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,4,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6192_BRG0006,IN6192,2022-05-14,CUST55645,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,10,IDR,TABLET,Bandung,TA,CAB03,205,"OGB & PH",Z32,Apotek
IN6193_BRG0003,IN6193,2022-03-18,CUST55588,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,12,IDR,BOTOL,Padang,EPM,CAB02,210,VNS,Z32,Apotek
IN6194_BRG0009,IN6194,2022-04-18,CUST55658,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,25,IDR,BOTOL,Kuningan,TA,CAB01,207,VNS,Z32,Apotek
IN6195_BRG0009,IN6195,2022-01-31,CUST55398,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,67,IDR,BOTOL,Bandung,TA,CAB07,207,VNS,Z32,Apotek
IN6196_BRG0001,IN6196,2022-01-31,CUST55530,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,45,IDR,DUS,Aceh,TA,CAB04,206,"OGB & PH",Z32,Apotek
IN6197_BRG0001,IN6197,2022-04-29,CUST55630,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,34,IDR,DUS,Bandung,TD,CAB03,206,"OGB & PH",Z32,Apotek
IN6198_BRG0001,IN6198,2022-06-04,CUST55680,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,4,IDR,DUS,Aceh,EPM,CAB04,206,"OGB & PH",Z32,Apotek
IN6199_BRG0010,IN6199,2022-01-28,CUST55509,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,25,IDR,BOTOL,Jakarta,TD,CAB02,208,SLCYL,Z31,Klinik
IN6200_BRG0004,IN6200,2022-01-28,CUST55473,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,5,IDR,KAPSUL,Bandung,TA,CAB07,201,VNS,Z32,Apotek
IN6201_BRG0009,IN6201,2022-05-23,CUST55668,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,4,IDR,BOTOL,Bandung,TA,CAB07,207,VNS,Z32,Apotek
IN6202_BRG0003,IN6202,2022-01-23,CUST55528,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,34,IDR,BOTOL,Padang,EPM,CAB02,210,VNS,Z32,Apotek
IN6203_BRG0005,IN6203,2022-01-31,CUST55524,"KLINIK GM",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,100,IDR,TABLET,Jakarta,EPM,CAB02,203,SLCYL,Z31,Klinik
IN6204_BRG0008,IN6204,2022-06-16,CUST55727,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,34,IDR,KAPSUL,Jakarta,EPM,CAB06,204,MARCKS,Z31,Klinik
IN6205_BRG0001,IN6205,2022-01-27,CUST55520,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,8,IDR,DUS,Bekasi,TA,CAB09,206,"OGB & PH",Z32,Apotek
IN6206_BRG0003,IN6206,2022-03-12,CUST55582,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,23,IDR,BOTOL,Aceh,EPM,CAB01,210,MARCKS,Z32,Apotek
IN6207_BRG0006,IN6207,2022-04-04,CUST55605,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,12,IDR,TABLET,Aceh,EPM,CAB04,205,"OGB & PH",Z32,Apotek
IN6208_BRG0006,IN6208,2022-01-30,CUST55475,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,8,IDR,TABLET,Bekasi,TD,CAB09,205,"OGB & PH",Z32,Apotek
IN6209_BRG0001,IN6209,2022-03-16,CUST55586,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,11,IDR,DUS,Tangerang,TD,CAB01,206,ETIKAL,Z31,Klinik
IN6210_BRG0007,IN6210,2022-01-23,CUST55486,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,4,IDR,BOTOL,Kuningan,TA,CAB05,206,ETIKAL,Z32,Apotek
IN6211_BRG0002,IN6211,2022-02-01,CUST55501,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,18,IDR,DUS,Kuningan,EPM,CAB05,203,ETIKAL,Z32,Apotek
IN6212_BRG0002,IN6212,2022-06-05,CUST55681,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,2,IDR,DUS,Kuningan,TD,CAB05,203,ETIKAL,Z32,Apotek
IN6213_BRG0002,IN6213,2022-05-03,CUST55701,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,22,IDR,DUS,Padang,TD,CAB10,203,ETIKAL,Z32,Apotek
IN6214_BRG0002,IN6214,2022-01-28,CUST55461,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,21,IDR,DUS,Padang,TD,CAB10,203,ETIKAL,Z32,Apotek
IN6215_BRG0001,IN6215,2022-01-23,CUST55510,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,14,IDR,DUS,Bandung,TA,CAB03,206,"OGB & PH",Z32,Apotek
